deck,deck-href,hero,card,rating
"Savjz's Season 11 Miracle Rogue Deck!","http://www.hearthpwn.com/decks/186247-savjzs-season-11-miracle-rogue-deck","Rogue Cards","SI:7 Agent

× 2","+3"
"[Spark] Deadly Zoo (S6)","http://www.hearthpwn.com/decks/100428-spark-deadly-zoo-s6","Hunter Cards","Flare

× 2","+117"
"OTK Warrior","http://www.hearthpwn.com/decks/196616-otk-warrior","Warrior Cards","Execute

× 2","+5"
"THEME DECK: Teenage Mutant Ninja Turtles","http://www.hearthpwn.com/decks/152611-theme-deck-teenage-mutant-ninja-turtles","Rogue Cards","Cold Blood

× 1","+4"
"Miracle V-07-TR-0N","http://www.hearthpwn.com/decks/190433-miracle-v-07-tr-0n","Rogue Cards","Sap

× 2","+5"
"[Legend] Weapon Aggro","http://www.hearthpwn.com/decks/154958-legend-weapon-aggro","Warrior Cards","Ogre Warmaul

× 1","+43"
"Deathwinglock","http://www.hearthpwn.com/decks/194796-deathwinglock","Warlock Cards","Shattered Sun Cleric

× 1","+388"
"Gaara's Pinnacle 3 Shaman Deck","http://www.hearthpwn.com/decks/201488-gaaras-pinnacle-3-shaman-deck","Shaman Cards","Flametongue Totem

× 2","+16"
"Gazlowe Zeus","http://www.hearthpwn.com/decks/198554-gazlowe-zeus","Shaman Cards","Azure Drake

× 2","+3"
"Legendeath","http://www.hearthpwn.com/decks/157912-legendeath","Druid Cards","Troggzor the Earthinator

× 1","+3"
"(Noobsafei) AggroColtrol! mech!","http://www.hearthpwn.com/decks/194404-noobsafei-aggrocoltrol-mech","Priest Cards","Power Word: Shield

× 2","+6"
"Anatak's Tempo Oil Rogue","http://www.hearthpwn.com/decks/65544-anataks-tempo-oil-rogue","Rogue Cards","Backstab

× 2","+4"
"Stay Frosty - OTK Mage Combo Deck","http://www.hearthpwn.com/decks/47800-stay-frosty-otk-mage-combo-deck","Mage Cards","Ice Lance

× 2","+72"
"Yolo Hobgoblin #2","http://www.hearthpwn.com/decks/190190-yolo-hobgoblin-2","Druid Cards","Power of the Wild

× 2","+5"
"[LEGEND] Gul'dan's Demon-Handlock","http://www.hearthpwn.com/decks/199202-legend-guldans-demon-handlock","Warlock Cards","Sunfury Protector

× 2","+16"
"Screeze Mage","http://www.hearthpwn.com/decks/191507-screeze-mage","Mage Cards","Ice Block

× 2","+5"
"Darkwonyx's Warrior - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200791-darkwonyxs-warrior-esl-legendary-series-winter","Warrior Cards","Brawl

× 1","+4"
"Basic + Naxx Rogue Deck","http://www.hearthpwn.com/decks/199271-basic-naxx-rogue-deck","Rogue Cards","Haunted Creeper

× 2","+3"
"Fun deathrattle hunter","http://www.hearthpwn.com/decks/202672-fun-deathrattle-hunter","Hunter Cards","Baron Rivendare

× 1","+3"
"Mech2G's Hand Priest","http://www.hearthpwn.com/decks/200683-mech2gs-hand-priest","Priest Cards","Shadow Word: Pain

× 2","+4"
"Rebirth - The ultimate FUN and EFFICIENT deck","http://www.hearthpwn.com/decks/174537-rebirth-the-ultimate-fun-and-efficient-deck","Shaman Cards","Baron Rivendare

× 1","+76"
"QuietPenguin's Handlock! Updated DAILY with Statistics and Gameplay Videos!","http://www.hearthpwn.com/decks/194248-quietpenguins-handlock-updated-daily-with","Warlock Cards","Sylvanas Windrunner

× 1","+77"
"90% Winrate Legend Warrior Control","http://www.hearthpwn.com/decks/190896-90-winrate-legend-warrior-control","Warrior Cards","Death's Bite

× 2","+6"
"Kranich's The Iron Curtain - Battle of the Best #3 (#1 - 2015)","http://www.hearthpwn.com/decks/187038-kranichs-the-iron-curtain-battle-of-the-best-3-1","Warrior Cards","Piloted Shredder

× 2","+4"
"No Rhyme Or Reason","http://www.hearthpwn.com/decks/200889-no-rhyme-or-reason","null","Arcane Missiles

× 1","+3"
"Real Control Hunter (The Secret Way of Victory)","http://www.hearthpwn.com/decks/192028-real-control-hunter-the-secret-way-of-victory","Hunter Cards","The Black Knight

× 1","+13"
"Rogue deck - Just made it to legend!","http://www.hearthpwn.com/decks/199234-rogue-deck-just-made-it-to-legend","Rogue Cards","Bloodmage Thalnos

× 1","+16"
"[Spark] Explosive Snipe (S9)","http://www.hearthpwn.com/decks/139249-spark-explosive-snipe-s9","Hunter Cards","Steamwheedle Sniper

× 2","+390"
"Razoir's Last Boss - Legend Minion Mage","http://www.hearthpwn.com/decks/159244-razoirs-last-boss-legend-minion-mage","Mage Cards","Kel'Thuzad

× 1","+235"
"Darkwonyx's Priest - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200790-darkwonyxs-priest-esl-legendary-series-winter-2014","Priest Cards","Sludge Belcher

× 1","+12"
"[LEGEND] Grinding Huntards","http://www.hearthpwn.com/decks/183686-legend-grinding-huntards","Shaman Cards","Rockbiter Weapon

× 2","+6"
"Simplexity's Mech Aggro [Legend]","http://www.hearthpwn.com/decks/196224-simplexitys-mech-aggro-legend","Shaman Cards","Mechwarper

× 2","+139"
"The ultimate ComboLock","http://www.hearthpwn.com/decks/193590-the-ultimate-combolock","Warlock Cards","Doomsayer

× 2","+4"
"Antimeta/ranking Priest","http://www.hearthpwn.com/decks/202586-antimeta-ranking-priest","Priest Cards","Shadow Word: Pain

× 1","+7"
"Trump Teachings Mage","http://www.hearthpwn.com/decks/190763-trump-teachings-mage","Mage Cards","Polymorph

× 2","+4"
"[LEGEND] QuietPenguin's MechMage! Legend with 75% Win Rate! Post Undertaker Nerf!","http://www.hearthpwn.com/decks/184403-legend-quietpenguins-mechmage-legend-with-75-win","Mage Cards","Snowchugger

× 2","+122"
"Custom deck by arabella-easy to play and win","http://www.hearthpwn.com/decks/194455-custom-deck-by-arabella-easy-to-play-and-win","Mage Cards","Archmage Antonidas

× 1","+3"
"Imba Zoo Mech","http://www.hearthpwn.com/decks/189483-imba-zoo-mech","Warlock Cards","Enhance-o Mechano

× 1","+3"
"[Legendary] Savjz's Mage","http://www.hearthpwn.com/decks/173403-legendary-savjzs-mage","Mage Cards","Frostbolt

× 1","+7"
"[Arena] 12:0 Deck","http://www.hearthpwn.com/decks/197203-arena-12-0-deck","Shaman Cards","Stormwind Champion

× 1","+3"
"Cancer Face Rogue","http://www.hearthpwn.com/decks/200830-cancer-face-rogue","Rogue Cards","Sap

× 1","+10"
"Hobz Zoo","http://www.hearthpwn.com/decks/192283-hobz-zoo","Warlock Cards","Voidwalker

× 2","+6"
"Forged's Song of War","http://www.hearthpwn.com/decks/185750-forgeds-song-of-war","Warrior Cards","Grommash Hellscream

× 1","+3"
"Chakki's Hunter - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200793-chakkis-hunter-esl-legendary-series-winter-2014","Hunter Cards","Explosive Trap

× 2","+18"
"Combo Druud my Way (only 4k Dust)","http://www.hearthpwn.com/decks/190597-combo-druud-my-way-only-4k-dust","Druid Cards","Keeper of the Grove

× 2","+8"
"Real Control Hunter (The Secret Way of Victory)","http://www.hearthpwn.com/decks/192028-real-control-hunter-the-secret-way-of-victory","Hunter Cards","Piloted Shredder

× 2","+13"
"Damaged Goods","http://www.hearthpwn.com/decks/197160-damaged-goods","Warrior Cards","Armorsmith

× 2","+3"
"NEW LEGEND Control meta priest (RIP undertaker)  Winrates included. *02/02/15*","http://www.hearthpwn.com/decks/185030-new-legend-control-meta-priest-rip-undertaker","Priest Cards","Injured Blademaster

× 2","+52"
"Savjz's Season 11 Miracle Rogue Deck!","http://www.hearthpwn.com/decks/186247-savjzs-season-11-miracle-rogue-deck","Rogue Cards","Edwin VanCleef

× 1","+3"
"Legend Freeze Mage GVG","http://www.hearthpwn.com/decks/153572-legend-freeze-mage-gvg","Mage Cards","Archmage Antonidas

× 1","+16"
"Legend GvG Shaman [20/2/15]","http://www.hearthpwn.com/decks/168812-legend-gvg-shaman-20-2-15","Shaman Cards","Piloted Shredder

× 2","+5"
"Midrange is Back","http://www.hearthpwn.com/decks/203451-midrange-is-back","Shaman Cards","Feral Spirit

× 2","+2"
"Darkwonyx's Priest - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200790-darkwonyxs-priest-esl-legendary-series-winter-2014","Priest Cards","Shadow Word: Death

× 1","+12"
"Tidesoftime Legendary Deck","http://www.hearthpwn.com/decks/190723-tidesoftime-legendary-deck","Priest Cards","Northshire Cleric

× 2","+14"
"iMPose Mustard","http://www.hearthpwn.com/decks/184420-impose-mustard","Paladin Cards","Sneed's Old Shredder

× 1","+3"
"Demon Zoo","http://www.hearthpwn.com/decks/197557-demon-zoo","Warlock Cards","Dark Iron Dwarf

× 2","+7"
"Anti-Cancer Warrior","http://www.hearthpwn.com/decks/200815-anti-cancer-warrior","Warrior Cards","Brawl

× 1","+5"
"The Dragon Returns","http://www.hearthpwn.com/decks/176341-the-dragon-returns","Druid Cards","Mind Control Tech

× 1","+6"
"(GvG) Face Hunter Season 9 Legend #24 NA","http://www.hearthpwn.com/decks/136213-gvg-face-hunter-season-9-legend-24-na","Hunter Cards","Eaglehorn Bow

× 2","+446"
"Kolento's Rogue - The Pinnacle 3","http://www.hearthpwn.com/decks/202410-kolentos-rogue-the-pinnacle-3","Rogue Cards","Azure Drake

× 2","+7"
"Beastymcbeast","http://www.hearthpwn.com/decks/199050-beastymcbeast","Hunter Cards","Multi-Shot

× 2","+3"
"[Legend]Nasty - unique tempo paladin deck","http://www.hearthpwn.com/decks/197368-legend-nasty-unique-tempo-paladin-deck","Paladin Cards","Sylvanas Windrunner

× 1","+7"
"Jaxfield's GVG Weaponlock","http://www.hearthpwn.com/decks/199759-jaxfields-gvg-weaponlock","Warlock Cards","Mortal Coil

× 2","+4"
"[LEGEND 666] Warrior of the beast","http://www.hearthpwn.com/decks/199614-legend-666-warrior-of-the-beast","Warrior Cards","Acolyte of Pain

× 2","+3"
"[Brodos] GvG Control Priest","http://www.hearthpwn.com/decks/144897-brodos-gvg-control-priest","Priest Cards","Shadow Word: Pain

× 1","+132"
"Savjz's Hunter - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200780-savjzs-hunter-esl-legendary-series-winter-2014","Hunter Cards","Haunted Creeper

× 2","+5"
"Pressure Hunter [With Video Guide]","http://www.hearthpwn.com/decks/198502-pressure-hunter-with-video-guide","Hunter Cards","Eaglehorn Bow

× 2","+4"
"[Spark] Snake Bite (S11 Beast Synergy)","http://www.hearthpwn.com/decks/186065-spark-snake-bite-s11-beast-synergy","Hunter Cards","Knife Juggler

× 2","+390"
"Not your regular Handlock","http://www.hearthpwn.com/decks/186235-not-your-regular-handlock","Warlock Cards","Darkbomb

× 2","+3"
"Spare-part mage","http://www.hearthpwn.com/decks/162343-spare-part-mage","Mage Cards","Frostbolt

× 2","+3"
"Daniel control mage","http://www.hearthpwn.com/decks/129413-daniel-control-mage","Mage Cards","Duplicate

× 2","+3"
"[Brodos] #5 Legend Priest ""By Light Be Purged""","http://www.hearthpwn.com/decks/170419-brodos-5-legend-priest-by-light-be-purged","Priest Cards","Cabal Shadow Priest

× 1","+12"
"GvG Velen's Shadow mechs","http://www.hearthpwn.com/decks/187071-gvg-velens-shadow-mechs","Priest Cards","Mechwarper

× 2","+3"
"Midrange/control mage","http://www.hearthpwn.com/decks/197537-midrange-control-mage","Mage Cards","Frostbolt

× 2","+5"
"Tempo Shaman 25-5","http://www.hearthpwn.com/decks/199546-tempo-shaman-25-5","Shaman Cards","Earth Shock

× 2","+14"
"C Shot's Legend Ramp Druid Deck (S10)","http://www.hearthpwn.com/decks/158775-c-shots-legend-ramp-druid-deck-s10","Druid Cards","Sylvanas Windrunner

× 1","+9"
"Mech Mage variant 2000","http://www.hearthpwn.com/decks/186447-mech-mage-variant-2000","Mage Cards","Annoy-o-Tron

× 2","+3"
"{Mid-Budget} Combo Wombo Growth (C.W.G)","http://www.hearthpwn.com/decks/197831-mid-budget-combo-wombo-growth-c-w-g","Druid Cards","Wild Growth

× 2","+3"
"Stew's Control Mage V2 [W/ Guide]","http://www.hearthpwn.com/decks/161201-stews-control-mage-v2-w-guide","Mage Cards","Frostbolt

× 2","+6"
"[EU LEGEND] Synapticon's Control Warrior","http://www.hearthpwn.com/decks/174020-eu-legend-synapticons-control-warrior","Warrior Cards","Sylvanas Windrunner

× 1","+23"
"Midrange is Back","http://www.hearthpwn.com/decks/203451-midrange-is-back","Shaman Cards","Sludge Belcher

× 1","+2"
"Sjow's S11 Control Warrior","http://www.hearthpwn.com/decks/197189-sjows-s11-control-warrior","Warrior Cards","Cruel Taskmaster

× 2","+8"
"Mechlock","http://www.hearthpwn.com/decks/142843-mechlock","Warlock Cards","Enhance-o Mechano

× 1","+3"
"Blade Malygos  (Legend)","http://www.hearthpwn.com/decks/79447-blade-malygos-legend","Rogue Cards","Backstab

× 2","+30"
"Playerrtwo's Brolic Demonic","http://www.hearthpwn.com/decks/188337-playerrtwos-brolic-demonic","Warlock Cards","Piloted Sky Golem

× 2","+3"
"Reindeer Games","http://www.hearthpwn.com/decks/159935-reindeer-games","Shaman Cards","Rockbiter Weapon

× 2","+11"
"Cheap Mech Druid","http://www.hearthpwn.com/decks/188052-cheap-mech-druid","Druid Cards","Anodized Robo Cub

× 2","+5"
"Killer! Rank 13 to rank 5 no losses","http://www.hearthpwn.com/decks/193521-killer-rank-13-to-rank-5-no-losses","Paladin Cards","Sludge Belcher

× 2","+4"
"Kingbob's Beast Tempo Hunter","http://www.hearthpwn.com/decks/149581-kingbobs-beast-tempo-hunter","Hunter Cards","Eaglehorn Bow

× 2","+6"
"[Demonlock] Your Flesh falls, your soul bows to me!","http://www.hearthpwn.com/decks/201068-demonlock-your-flesh-falls-your-soul-bows-to-me","Warlock Cards","Darkbomb

× 2","+3"
"(LEGEND) MIRROR ENTITY Mech Mage (New Meta)","http://www.hearthpwn.com/decks/159915-legend-mirror-entity-mech-mage-new-meta","Mage Cards","Mechwarper

× 2","+53"
"Mech Mage Season 10 Legend #31 NA","http://www.hearthpwn.com/decks/156858-mech-mage-season-10-legend-31-na","Mage Cards","Loatheb

× 1","+143"
"Sleeping Giants V2","http://www.hearthpwn.com/decks/191205-sleeping-giants-v2","Priest Cards","Holy Nova

× 2","+3"
"John Voukenas 2.0 Control Deck","http://www.hearthpwn.com/decks/197669-john-voukenas-2-0-control-deck","Priest Cards","Sunfury Protector

× 2","+4"
"Savjz's Hunter - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200780-savjzs-hunter-esl-legendary-series-winter-2014","Hunter Cards","Loatheb

× 1","+5"
"Windlord & Firelord BrotherHooD v2","http://www.hearthpwn.com/decks/123765-windlord-firelord-brotherhood-v2","Shaman Cards","Crackle

× 2","+5"
"Savjz Demon Lock","http://www.hearthpwn.com/decks/190100-savjz-demon-lock","Warlock Cards","Ironbeak Owl

× 1","+12"
"SPIRIT's Legend Enrage Warrior GVG","http://www.hearthpwn.com/decks/196318-spirits-legend-enrage-warrior-gvg","Warrior Cards","Warbot

× 1","+5"
"[EU][LEGEND]Face Toshley Ramp","http://www.hearthpwn.com/decks/188041-eu-legend-face-toshley-ramp","Druid Cards","Wild Growth

× 2","+7"
"Salt mage [by LLL.Eindboas]","http://www.hearthpwn.com/decks/143823-salt-mage-by-lll-eindboas","Mage Cards","Flamecannon

× 1","+76"
"Robo Rogue with video guide!","http://www.hearthpwn.com/decks/193170-robo-rogue-with-video-guide","Rogue Cards","Eviscerate

× 2","+9"
"Holy Priest Batman!!","http://www.hearthpwn.com/decks/177027-holy-priest-batman","Priest Cards","Auchenai Soulpriest

× 2","+7"
"Giordy's Ultimate Midrange Hunter","http://www.hearthpwn.com/decks/184979-giordys-ultimate-midrange-hunter","Hunter Cards","Hunter's Mark

× 1","+3"
"Trump Basic Mage","http://www.hearthpwn.com/decks/187180-trump-basic-mage","Mage Cards","Sen'jin Shieldmasta

× 2","+3"
"Silentstorm's ESL Demonlock","http://www.hearthpwn.com/decks/199989-silentstorms-esl-demonlock","Warlock Cards","Power Overwhelming

× 2","+79"
"Uther ""Usain Bolt"" Lightbringer","http://www.hearthpwn.com/decks/185294-uther-usain-bolt-lightbringer","Paladin Cards","Quartermaster

× 2","+3"
"Mech Mage variant 2000","http://www.hearthpwn.com/decks/186447-mech-mage-variant-2000","Mage Cards","Archmage Antonidas

× 1","+3"
"Escaping dem Lowranks","http://www.hearthpwn.com/decks/192732-escaping-dem-lowranks","Warlock Cards","Defender of Argus

× 2","+4"
"Wheelchair Accessable (Post Undertaker Nerf Ramp)","http://www.hearthpwn.com/decks/183933-wheelchair-accessable-post-undertaker-nerf-ramp","Druid Cards","Big Game Hunter

× 1","+100"
"Crushing Overload Shaman","http://www.hearthpwn.com/decks/190672-crushing-overload-shaman","Shaman Cards","Faceless Manipulator

× 1","+10"
"xixo new meta druid deck","http://www.hearthpwn.com/decks/194728-xixo-new-meta-druid-deck","Druid Cards","Wrath

× 2","+3"
"Ramp","http://www.hearthpwn.com/decks/157290-ramp","Druid Cards","Sludge Belcher

× 2","+3"
"SHAMLOCKS","http://www.hearthpwn.com/decks/183859-shamlocks","Shaman Cards","Murloc Tidehunter

× 2","+4"
"Anti agro legend druid","http://www.hearthpwn.com/decks/183780-anti-agro-legend-druid","Druid Cards","Ancient of War

× 2","+3"
"Greed!","http://www.hearthpwn.com/decks/185564-greed","Priest Cards","Ragnaros the Firelord

× 1","+8"
"Ultimate Wisplock","http://www.hearthpwn.com/decks/190562-ultimate-wisplock","Warlock Cards","Knife Juggler

× 2","+3"
"Meta Control Warrior my way","http://www.hearthpwn.com/decks/194442-meta-control-warrior-my-way","Warrior Cards","Shield Block

× 2","+10"
"Draw Draw Draw","http://www.hearthpwn.com/decks/184498-draw-draw-draw","Druid Cards","Grove Tender

× 2","+11"
"Secret Mage","http://www.hearthpwn.com/decks/188495-secret-mage","Mage Cards","Ragnaros the Firelord

× 1","+5"
"Echoing Crazyness","http://www.hearthpwn.com/decks/173254-echoing-crazyness","Mage Cards","Faceless Manipulator

× 2","+4"
"Cheap Control Warrior","http://www.hearthpwn.com/decks/64692-cheap-control-warrior","Warrior Cards","Antique Healbot

× 1","+7"
"Trapmaster Control Hunter","http://www.hearthpwn.com/decks/179917-trapmaster-control-hunter","Hunter Cards","Savannah Highmane

× 2","+3"
"Tempolamea","http://www.hearthpwn.com/decks/186012-tempolamea","Warrior Cards","Stampeding Kodo

× 1","+3"
"Sjow's S11 Control Warrior","http://www.hearthpwn.com/decks/197189-sjows-s11-control-warrior","Warrior Cards","Sneed's Old Shredder

× 1","+8"
"Ramp Druid v6","http://www.hearthpwn.com/decks/200846-ramp-druid-v6","Druid Cards","Big Game Hunter

× 1","+5"
"[Spark] Legendeath (S5 + GvG Update)","http://www.hearthpwn.com/decks/89449-spark-legendeath-s5-gvg-update","Rogue Cards","Zombie Chow

× 1","+180"
"Darkwonyx's Priest - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200790-darkwonyxs-priest-esl-legendary-series-winter-2014","Priest Cards","Circle of Healing

× 2","+12"
"All Suited Up","http://www.hearthpwn.com/decks/203051-all-suited-up","Warrior Cards","Armorsmith

× 2","+3"
"Reindeer Games","http://www.hearthpwn.com/decks/159935-reindeer-games","Shaman Cards","Ancestral Spirit

× 2","+11"
"Chemotherapy","http://www.hearthpwn.com/decks/190654-chemotherapy","Priest Cards","Sen'jin Shieldmasta

× 1","+3"
"Anti hunter by Abbud","http://www.hearthpwn.com/decks/201067-anti-hunter-by-abbud","Warrior Cards","Unstable Ghoul

× 2","+4"
"Mal'ganis and Jaraxxus's Demon Horde (with videos now!)","http://www.hearthpwn.com/decks/199414-malganis-and-jaraxxuss-demon-horde-with-videos-now","Warlock Cards","Voidcaller

× 2","+13"
"Mage 12 Wins","http://www.hearthpwn.com/decks/200844-mage-12-wins","Mage Cards","Frostbolt

× 2","+3"
"[LEGEND] Shredder Druid 3.0","http://www.hearthpwn.com/decks/146163-legend-shredder-druid-3-0","Druid Cards","Harvest Golem

× 2","+6"
